step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_fact_left;prof_fact_right;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
1330;-135.148;-134.613;41.073;-16.072;-14.979;9.84;9.84;8.855;7.054;25.21;50.0;-50.0;70.0;10.0
1331;-135.185;-134.613;41.113;-16.488;-14.979;9.877;9.877;8.785;7.007;25.127;50.0;-50.0;70.0;10.0
1332;-135.223;-134.613;41.152;-16.488;-14.979;9.905;9.905;8.71;6.961;25.046;50.0;-50.0;70.0;10.0
1333;-135.26;-134.613;41.191;-16.488;-14.979;9.925;9.925;8.63;6.914;24.967;50.0;-50.0;70.0;10.0
1334;-135.297;-134.613;41.229;-16.28;-14.979;9.936;9.936;8.546;6.868;24.89;50.0;-50.0;70.0;10.0
1335;-135.333;-134.613;41.267;-15.448;-14.979;9.939;9.939;8.458;6.821;24.816;50.0;-50.0;70.0;10.0
1336;-135.369;-134.613;41.304;-15.448;-14.979;9.932;9.932;8.365;6.775;24.745;50.0;-50.0;70.0;10.0
1337;-135.402;-134.613;41.34;-14.824;-14.979;9.918;9.918;8.268;6.729;24.676;50.0;-50.0;70.0;10.0
1338;-135.435;-134.613;41.375;-14.2;-14.979;9.895;9.895;8.168;6.682;24.611;50.0;-50.0;70.0;10.0
1339;-135.463;-134.613;41.41;-13.784;-14.979;9.864;9.864;8.064;6.636;24.548;50.0;-50.0;70.0;10.0
1340;-135.488;-134.613;41.444;-13.784;-14.979;9.826;9.826;7.957;6.589;24.489;50.0;-50.0;70.0;10.0
1341;-135.507;-134.613;41.477;-14.2;-14.979;9.78;9.78;7.848;6.543;24.434;50.0;-50.0;70.0;10.0
1342;-135.522;-134.613;41.51;-14.616;-14.979;9.728;9.728;7.736;6.497;24.382;50.0;-50.0;70.0;10.0
1343;-135.534;-134.613;41.542;-15.032;-14.979;9.669;9.669;7.621;6.45;24.334;50.0;-50.0;70.0;10.0
1344;-135.542;-134.613;41.573;-15.864;-14.979;9.604;9.604;7.504;6.404;24.29;50.0;-50.0;70.0;10.0
1345;-135.546;-134.613;41.603;-16.904;-14.979;9.535;9.535;7.386;6.357;24.25;50.0;-50.0;70.0;10.0
1346;-135.547;-134.613;41.632;-17.737;-14.979;9.462;9.462;7.266;6.311;24.215;50.0;-50.0;70.0;10.0
1347;-135.546;-134.613;41.66;-17.529;-14.979;9.385;9.385;7.145;6.265;24.184;50.0;-50.0;70.0;10.0
1348;-135.544;-134.613;41.688;-16.488;-14.979;9.305;9.305;7.023;6.218;24.158;50.0;-50.0;70.0;10.0
1349;-135.539;-134.613;41.715;-14.616;-14.979;9.222;9.222;6.9;6.172;24.136;50.0;-50.0;70.0;10.0
1350;-135.534;-134.613;41.74;-15.448;-14.979;9.136;9.136;6.778;6.125;24.12;50.0;-50.0;70.0;10.0
1351;-135.529;-134.613;41.765;-15.656;-14.979;9.047;9.047;6.658;6.079;24.109;50.0;-50.0;70.0;10.0
1352;-135.523;-134.613;41.789;-15.76;-14.979;8.955;8.955;6.538;6.063;24.104;50.0;-50.0;70.0;10.0
1353;-135.516;-134.613;41.812;-15.864;-14.979;8.861;8.861;6.421;6.063;24.103;50.0;-50.0;70.0;10.0
1354;-135.509;-134.613;41.834;-15.448;-14.979;8.764;8.764;6.306;6.063;24.108;50.0;-50.0;70.0;10.0
1355;-135.502;-134.613;41.855;-15.032;-14.979;8.664;8.664;6.194;6.063;24.118;50.0;-50.0;70.0;10.0
1356;-135.493;-134.613;41.875;-16.072;-14.979;8.563;8.563;6.086;6.063;24.132;50.0;-50.0;70.0;10.0
1357;-135.483;-134.613;41.895;-15.032;-14.979;8.459;8.459;5.982;6.063;24.151;50.0;-50.0;70.0;10.0
1358;-135.472;-134.613;41.913;-13.368;-14.979;8.352;8.352;5.881;6.063;24.174;50.0;-50.0;70.0;10.0
1359;-135.459;-134.613;41.931;-13.16;-14.979;8.244;8.244;5.783;6.063;24.201;50.0;-50.0;70.0;10.0
1360;-135.445;-134.613;41.948;-13.992;-14.979;8.134;8.134;5.689;6.063;24.232;50.0;-50.0;70.0;10.0
1361;-135.429;-134.613;41.964;-14.616;-14.979;8.022;8.022;5.597;6.063;24.266;50.0;-50.0;70.0;10.0
1362;-135.412;-134.613;41.98;-15.24;-14.979;7.908;7.908;5.509;6.063;24.304;50.0;-50.0;70.0;10.0
1363;-135.394;-134.613;41.994;-15.24;-14.979;7.793;7.793;5.423;6.063;24.345;50.0;-50.0;70.0;10.0
1364;-135.374;-134.613;42.008;-15.24;-14.979;7.676;7.676;5.341;6.063;24.389;50.0;-50.0;70.0;10.0
1365;-135.353;-134.613;42.021;-15.24;-14.979;7.557;7.557;5.261;6.063;24.436;50.0;-50.0;70.0;10.0
1366;-135.331;-134.613;42.034;-14.824;-14.979;7.438;7.438;5.184;6.063;24.486;50.0;-50.0;70.0;10.0
1367;-135.308;-134.613;42.046;-14.616;-14.979;7.316;7.316;5.11;6.063;24.538;50.0;-50.0;70.0;10.0
1368;-135.284;-134.613;42.057;-14.408;-14.979;7.192;7.192;5.039;6.063;24.592;50.0;-50.0;70.0;10.0
1369;-135.259;-134.613;42.067;-15.656;-14.979;7.066;7.066;4.971;6.063;24.648;50.0;-50.0;70.0;10.0
1370;-135.234;-134.613;42.077;-16.072;-14.979;6.939;6.939;4.905;6.063;24.705;50.0;-50.0;70.0;10.0
1371;-135.207;-134.613;42.086;-15.24;-14.979;6.809;6.809;4.841;6.063;24.764;50.0;-50.0;70.0;10.0
1372;-135.179;-134.613;42.095;-14.408;-14.979;6.676;6.676;4.78;6.063;24.825;50.0;-50.0;70.0;10.0
1373;-135.15;-134.613;42.103;-14.408;-14.979;6.542;6.542;4.721;6.063;24.887;50.0;-50.0;70.0;10.0
1374;-135.12;-134.613;42.111;-14.408;-14.979;6.404;6.404;4.665;6.063;24.949;50.0;-50.0;70.0;10.0
1375;-135.089;-134.613;42.118;-14.824;-14.979;6.264;6.264;4.612;6.063;25.012;50.0;-50.0;70.0;10.0
1376;-135.057;-134.613;42.124;-14.824;-14.979;6.121;6.121;4.563;6.063;25.076;50.0;-50.0;70.0;10.0
1377;-135.024;-134.613;42.13;-15.032;-14.979;5.976;5.976;4.516;6.063;25.14;50.0;-50.0;70.0;10.0
1378;-134.99;-134.613;42.136;-13.992;-14.979;5.829;5.829;4.472;6.063;25.204;50.0;-50.0;70.0;10.0
1379;-134.956;-134.613;42.141;-13.992;-14.979;5.68;5.68;4.432;6.063;25.268;50.0;-50.0;70.0;10.0
1380;-134.921;-134.613;42.145;-13.992;-14.979;5.529;5.529;4.395;6.063;25.331;50.0;-50.0;70.0;10.0
1381;-134.885;-134.613;42.15;-11.703;-14.979;5.378;5.378;4.361;6.063;25.394;50.0;-50.0;70.0;10.0
1382;-134.85;-134.613;42.153;-11.287;-14.979;5.226;5.226;4.331;6.063;25.456;50.0;-50.0;70.0;10.0
1383;-134.817;-134.613;42.157;-13.992;-14.979;5.075;5.075;4.304;6.063;25.517;50.0;-50.0;70.0;10.0
1384;-134.786;-134.613;42.16;-14.616;-14.979;4.926;4.926;4.281;6.063;25.577;50.0;-50.0;70.0;10.0
1385;-134.756;-134.613;42.162;-15.864;-14.979;4.779;4.779;4.262;6.063;25.636;50.0;-50.0;70.0;10.0
1386;-134.728;-134.613;42.165;-16.28;-14.979;4.635;4.635;4.247;6.063;25.692;50.0;-50.0;70.0;10.0
1387;-134.703;-134.613;42.167;-16.904;-14.979;4.495;4.495;4.235;6.063;25.747;50.0;-50.0;70.0;10.0
1388;-134.679;-134.613;42.169;-16.696;-14.979;4.359;4.359;4.226;6.063;25.8;50.0;-50.0;70.0;10.0
1389;-134.658;-134.613;42.17;-16.072;-14.979;4.229;4.229;4.219;6.063;25.851;50.0;-50.0;70.0;10.0
1390;-134.639;-134.613;42.171;-15.448;-14.979;4.105;4.105;4.216;6.063;25.899;50.0;-50.0;70.0;10.0
1391;-134.622;-134.613;42.172;-14.2;-14.979;3.986;3.986;4.216;6.063;25.945;50.0;-50.0;70.0;10.0
1392;-134.607;-134.613;42.173;-15.136;-14.979;3.874;3.874;4.218;6.063;25.987;50.0;-50.0;70.0;10.0
1393;-134.593;-134.613;42.174;-16.072;-14.979;3.769;3.769;4.222;6.063;26.027;50.0;-50.0;70.0;10.0
1394;-134.581;-134.613;42.174;-17.737;-14.979;3.672;3.672;4.228;6.063;26.063;50.0;-50.0;70.0;10.0
1395;-134.571;-134.613;42.174;-17.945;-14.979;3.581;3.581;4.237;6.063;26.096;50.0;-50.0;70.0;10.0
1396;-134.563;-134.613;42.174;-18.569;-14.979;3.498;3.498;4.248;6.063;26.125;50.0;-50.0;70.0;10.0
1397;-134.555;-134.613;42.174;-18.361;-14.979;3.421;3.421;4.261;6.063;26.15;50.0;-50.0;70.0;10.0
1398;-134.549;-134.613;42.174;-17.529;-14.979;3.351;3.351;4.276;6.063;26.171;50.0;-50.0;70.0;10.0
1399;-134.542;-134.613;42.174;-17.112;-14.979;3.287;3.287;4.293;6.063;26.187;50.0;-50.0;70.0;10.0
1400;-134.535;-134.613;42.173;-16.904;-14.979;3.229;3.229;4.312;6.063;26.199;50.0;-50.0;70.0;10.0
1401;-134.528;-134.613;42.173;-16.072;-14.979;3.177;3.177;4.333;6.063;26.206;50.0;-50.0;70.0;10.0
1402;-134.519;-134.613;42.172;-15.448;-14.979;3.13;3.13;4.357;6.063;26.209;50.0;-50.0;70.0;10.0
1403;-134.508;-134.613;42.172;-15.656;-14.979;3.089;3.089;4.382;6.063;26.206;50.0;-50.0;70.0;10.0
1404;-134.494;-134.613;42.171;-16.28;-14.979;3.053;3.053;4.408;6.063;26.197;50.0;-50.0;70.0;10.0
1405;-134.477;-134.613;42.171;-16.696;-14.979;3.023;3.023;4.436;6.063;26.183;50.0;-50.0;70.0;10.0
1406;-134.457;-134.564;42.17;-17.945;-14.973;2.999;2.999;4.465;6.034;26.163;50.0;-50.0;70.0;10.0
1407;-134.433;-134.483;42.17;-18.153;-14.964;2.98;2.98;4.494;5.987;26.138;50.0;-50.0;70.0;10.0
1408;-134.405;-134.401;42.17;-18.361;-14.954;2.967;2.967;4.524;5.939;26.106;50.0;-50.0;70.0;10.0
1409;-134.373;-134.32;42.17;-17.112;-14.945;2.959;2.959;4.553;5.891;26.07;50.0;-50.0;70.0;10.0
1410;-134.338;-134.238;42.17;-16.696;-14.935;2.957;2.957;4.582;5.843;26.028;50.0;-50.0;70.0;10.0
1411;-134.299;-134.157;42.17;-16.28;-14.926;2.961;2.961;4.611;5.796;25.981;50.0;-50.0;70.0;10.0
1412;-134.257;-134.076;42.17;-16.28;-14.916;2.97;2.97;4.639;5.748;25.93;50.0;-50.0;70.0;10.0
1413;-134.211;-133.994;42.17;-17.112;-14.907;2.985;2.985;4.666;5.7;25.874;50.0;-50.0;70.0;10.0
1414;-134.163;-133.913;42.171;-17.737;-14.897;3.006;3.006;4.693;5.653;25.814;50.0;-50.0;70.0;10.0
1415;-134.112;-133.831;42.172;-18.361;-14.888;3.031;3.031;4.72;5.605;25.75;50.0;-50.0;70.0;10.0
1416;-134.059;-133.75;42.173;-18.985;-14.878;3.06;3.06;4.746;5.557;25.681;50.0;-50.0;70.0;10.0
1417;-134.004;-133.668;42.175;-19.401;-14.869;3.095;3.095;4.773;5.51;25.61;50.0;-50.0;70.0;10.0
1418;-133.947;-133.587;42.177;-19.817;-14.859;3.133;3.133;4.799;5.462;25.535;50.0;-50.0;70.0;10.0
1419;-133.888;-133.505;42.179;-20.025;-14.85;3.176;3.176;4.826;5.414;25.456;50.0;-50.0;70.0;10.0
1420;-133.829;-133.424;42.181;-20.649;-14.84;3.223;3.223;4.852;5.367;25.375;50.0;-50.0;70.0;10.0
1421;-133.768;-133.342;42.184;-22.105;-14.831;3.275;3.275;4.878;5.319;25.291;50.0;-50.0;70.0;10.0
1422;-133.709;-133.261;42.188;-22.313;-14.821;3.331;3.331;4.904;5.271;25.204;50.0;-50.0;70.0;10.0
1423;-133.649;-133.179;42.192;-21.273;-14.812;3.392;3.392;4.93;5.224;25.115;50.0;-50.0;70.0;10.0
1424;-133.588;-133.098;42.196;-21.689;-14.803;3.457;3.457;4.955;5.176;25.024;50.0;-50.0;70.0;10.0
1425;-133.523;-133.017;42.201;-22.313;-14.793;3.527;3.527;4.981;5.128;24.93;50.0;-50.0;70.0;10.0
1426;-133.457;-132.935;42.206;-22.313;-14.784;3.6;3.6;5.007;5.081;24.836;50.0;-50.0;70.0;10.0
1427;-133.388;-132.854;42.212;-21.481;-14.774;3.679;3.679;5.033;5.033;24.739;50.0;-50.0;70.0;10.0
1428;-133.316;-132.772;42.219;-20.441;-14.765;3.761;3.761;5.059;4.985;24.642;50.0;-50.0;70.0;10.0
1429;-133.241;-132.691;42.226;-20.441;-14.755;3.848;3.848;5.085;4.937;24.543;50.0;-50.0;70.0;10.0
1430;-133.163;-132.609;42.233;-20.857;-14.746;3.939;3.939;5.114;4.89;24.444;50.0;-50.0;70.0;10.0
1431;-133.082;-132.528;42.242;-20.233;-14.736;4.035;4.035;5.144;4.842;24.344;50.0;-50.0;70.0;10.0
1432;-132.997;-132.446;42.251;-19.609;-14.727;4.137;4.137;5.176;4.794;24.243;50.0;-50.0;70.0;10.0
1433;-132.909;-132.365;42.26;-19.401;-14.717;4.244;4.244;5.21;4.747;24.142;50.0;-50.0;70.0;10.0
1434;-132.816;-132.283;42.271;-19.193;-14.708;4.358;4.358;5.248;4.699;24.042;50.0;-50.0;70.0;10.0
1435;-132.719;-132.202;42.282;-18.881;-14.698;4.478;4.478;5.289;4.651;23.941;50.0;-50.0;70.0;10.0
1436;-132.618;-132.12;42.294;-19.193;-14.689;4.604;4.604;5.332;4.604;23.841;50.0;-50.0;70.0;10.0
1437;-132.512;-132.039;42.307;-19.609;-14.679;4.736;4.736;5.379;4.556;23.742;50.0;-50.0;70.0;10.0
1438;-132.4;-131.958;42.32;-19.609;-14.67;4.873;4.873;5.428;4.508;23.643;50.0;-50.0;70.0;10.0
1439;-132.282;-131.876;42.335;-19.609;-14.66;5.015;5.015;5.481;4.461;23.546;50.0;-50.0;70.0;10.0
1440;-132.159;-131.795;42.35;-19.193;-14.651;5.162;5.162;5.536;4.413;23.45;50.0;-50.0;70.0;10.0
1441;-132.031;-131.713;42.366;-19.193;-14.641;5.311;5.311;5.594;4.365;23.355;50.0;-50.0;70.0;10.0
1442;-131.897;-131.632;42.383;-18.777;-14.632;5.463;5.463;5.655;4.318;23.262;50.0;-50.0;70.0;10.0
1443;-131.758;-131.55;42.401;-17.945;-14.622;5.617;5.617;5.718;4.27;23.171;50.0;-50.0;70.0;10.0
1444;-131.613;-131.469;42.42;-17.112;-14.613;5.771;5.771;5.784;4.222;23.083;50.0;-50.0;70.0;10.0
1445;-131.464;-131.387;42.44;-16.696;-14.603;5.925;5.925;5.852;4.175;22.996;50.0;-50.0;70.0;10.0
1446;-131.311;-131.306;42.461;-15.448;-14.594;6.078;6.078;5.922;4.127;22.913;50.0;-50.0;70.0;10.0
1447;-131.153;-131.224;42.483;-16.28;-14.584;6.229;6.229;5.994;4.079;22.832;50.0;-50.0;70.0;10.0
1448;-130.993;-131.143;42.506;-19.193;-14.575;6.377;6.377;6.068;4.032;22.754;50.0;-50.0;70.0;10.0
1449;-130.829;-131.062;42.531;-20.441;-14.565;6.522;6.522;6.143;3.984;22.679;50.0;-50.0;70.0;10.0
1450;-130.663;-130.98;42.556;-19.817;-14.556;6.665;6.665;6.218;3.936;22.608;50.0;-50.0;70.0;10.0
1451;-130.495;-130.899;42.582;-18.569;-14.546;6.803;6.803;6.293;3.888;22.541;50.0;-50.0;70.0;10.0
1452;-130.326;-130.817;42.61;-17.112;-14.537;6.938;6.938;6.368;3.841;22.477;50.0;-50.0;70.0;10.0
1453;-130.155;-130.736;42.639;-16.28;-14.527;7.069;7.069;6.441;3.793;22.418;50.0;-50.0;70.0;10.0
1454;-129.984;-130.654;42.669;-14.616;-14.518;7.196;7.196;6.512;3.745;22.362;50.0;-50.0;70.0;10.0
1455;-129.813;-130.573;42.7;-12.536;-14.508;7.317;7.317;6.58;3.698;22.312;50.0;-50.0;70.0;10.0
1456;-129.643;-130.491;42.733;-11.287;-14.499;7.433;7.433;6.645;3.65;22.266;50.0;-50.0;70.0;10.0
1457;-129.473;-130.41;42.766;-13.576;-14.489;7.544;7.544;6.706;3.602;22.225;50.0;-50.0;70.0;10.0
1458;-129.305;-130.328;42.802;-16.28;-14.48;7.649;7.649;6.763;3.555;22.189;50.0;-50.0;70.0;10.0
1459;-129.138;-130.247;42.838;-19.401;-14.471;7.749;7.749;6.816;3.507;22.159;50.0;-50.0;70.0;10.0
1460;-128.972;-130.094;42.876;-19.609;-14.453;7.844;7.844;6.866;3.485;22.134;50.0;-50.0;70.0;10.0
1461;-128.808;-129.881;42.915;-19.817;-14.43;7.933;7.933;6.911;3.485;22.115;50.0;-50.0;70.0;10.0
1462;-128.646;-129.668;42.955;-19.193;-14.406;8.016;8.016;6.952;3.485;22.101;50.0;-50.0;70.0;10.0
1463;-128.485;-129.455;42.997;-6.294;-14.382;8.095;8.095;6.989;3.485;22.093;50.0;-50.0;70.0;10.0
1464;-128.326;-129.242;43.04;2.027;-14.358;8.168;8.168;7.023;3.485;22.091;50.0;-50.0;70.0;10.0
1465;-128.169;-129.029;43.084;4.732;-14.335;8.235;8.235;7.054;3.485;22.093;50.0;-50.0;70.0;10.0
1466;-128.014;-128.816;43.13;-7.751;-14.311;8.298;8.298;7.083;3.485;22.101;50.0;-50.0;70.0;10.0
1467;-127.86;-128.602;43.176;-22.313;-14.287;8.355;8.355;7.108;3.485;22.114;50.0;-50.0;70.0;10.0
1468;-127.709;-128.389;43.224;-25.642;-14.264;8.406;8.406;7.131;3.485;22.132;50.0;-50.0;70.0;10.0
1469;-127.558;-128.176;43.272;-26.058;-14.24;8.452;8.452;7.151;3.485;22.155;50.0;-50.0;70.0;10.0
1470;-127.408;-127.963;43.322;-25.226;-14.216;8.494;8.494;7.166;3.485;22.182;50.0;-50.0;70.0;10.0
1471;-127.258;-127.75;43.372;-21.897;-14.192;8.53;8.53;7.178;3.485;22.215;50.0;-50.0;70.0;10.0
1472;-127.107;-127.537;43.423;-19.609;-14.169;8.56;8.56;7.186;3.485;22.252;50.0;-50.0;70.0;10.0
1473;-126.955;-127.324;43.476;-18.361;-14.145;8.586;8.586;7.19;3.485;22.294;50.0;-50.0;70.0;10.0
1474;-126.801;-127.111;43.529;-18.153;-14.121;8.606;8.606;7.189;3.485;22.34;50.0;-50.0;70.0;10.0
1475;-126.643;-126.897;43.582;-18.569;-14.098;8.622;8.622;7.183;3.485;22.39;50.0;-50.0;70.0;10.0
1476;-126.48;-126.684;43.637;-18.985;-14.074;8.633;8.633;7.173;3.485;22.445;50.0;-50.0;70.0;10.0
1477;-126.313;-126.471;43.692;-18.361;-14.05;8.639;8.639;7.157;3.485;22.504;50.0;-50.0;70.0;10.0
1478;-126.143;-126.258;43.748;-17.32;-14.026;8.641;8.641;7.136;3.485;22.567;50.0;-50.0;70.0;10.0
1479;-125.971;-126.045;43.805;-16.904;-14.003;8.64;8.64;7.11;3.485;22.635;50.0;-50.0;70.0;10.0
1480;-125.797;-125.832;43.862;-15.864;-13.979;8.634;8.634;7.079;3.485;22.706;50.0;-50.0;70.0;10.0
1481;-125.621;-125.619;43.919;-17.737;-13.955;8.625;8.625;7.042;3.485;22.781;50.0;-50.0;70.0;10.0
1482;-125.443;-125.406;43.978;-17.737;-13.932;8.612;8.612;7.0;3.485;22.859;50.0;-50.0;70.0;10.0
1483;-125.264;-125.193;44.036;-19.193;-13.908;8.595;8.595;6.952;3.485;22.941;50.0;-50.0;70.0;10.0
1484;-125.083;-124.979;44.095;-17.945;-13.884;8.572;8.572;6.897;3.485;23.027;50.0;-50.0;70.0;10.0
1485;-124.901;-124.766;44.155;-15.864;-13.86;8.544;8.544;6.833;3.485;23.117;50.0;-50.0;70.0;10.0
1486;-124.718;-124.553;44.215;-15.656;-13.837;8.51;8.51;6.761;3.485;23.209;50.0;-50.0;70.0;10.0
1487;-124.534;-124.34;44.275;-15.448;-13.813;8.471;8.471;6.68;3.485;23.305;50.0;-50.0;70.0;10.0
1488;-124.35;-124.127;44.335;-15.656;-13.789;8.424;8.424;6.591;3.485;23.405;50.0;-50.0;70.0;10.0
1489;-124.165;-123.914;44.395;-16.072;-13.766;8.37;8.37;6.492;3.485;23.507;50.0;-50.0;70.0;10.0
1490;-123.98;-123.701;44.456;-15.864;-13.742;8.309;8.309;6.384;3.485;23.612;50.0;-50.0;70.0;10.0
1491;-123.794;-123.488;44.517;-15.864;-13.718;8.24;8.24;6.266;3.485;23.72;50.0;-50.0;70.0;10.0
1492;-123.609;-123.274;44.578;-15.24;-13.694;8.165;8.165;6.14;3.485;23.831;50.0;-50.0;70.0;10.0
1493;-123.425;-123.061;44.639;-15.448;-13.671;8.082;8.082;6.005;3.485;23.945;50.0;-50.0;70.0;10.0
1494;-123.241;-122.848;44.7;-16.488;-13.647;7.993;7.993;5.862;3.485;24.062;50.0;-50.0;70.0;10.0
1495;-123.057;-122.635;44.761;-17.112;-13.623;7.897;7.897;5.711;3.485;24.181;50.0;-50.0;70.0;10.0
1496;-122.873;-122.422;44.822;-17.529;-13.6;7.796;7.796;5.552;3.485;24.302;50.0;-50.0;70.0;10.0
1497;-122.689;-122.209;44.883;-16.904;-13.576;7.69;7.69;5.387;3.485;24.426;50.0;-50.0;70.0;10.0
1498;-122.506;-121.996;44.943;-17.529;-13.552;7.579;7.579;5.215;3.485;24.552;50.0;-50.0;70.0;10.0
1499;-122.322;-121.783;45.004;-17.945;-13.528;7.465;7.465;5.037;3.485;24.68;50.0;-50.0;70.0;10.0
1500;-122.138;-121.569;45.064;-18.153;-13.505;7.347;7.347;4.855;3.485;24.811;50.0;-50.0;70.0;10.0
1501;-121.952;-121.356;45.124;-18.361;-13.481;7.227;7.227;4.667;3.485;24.943;50.0;-50.0;70.0;10.0
1502;-121.766;-121.143;45.184;-18.153;-13.457;7.104;7.104;4.474;3.485;25.077;50.0;-50.0;70.0;10.0
1503;-121.578;-120.93;45.243;-18.361;-13.434;6.977;6.977;4.277;3.485;25.214;50.0;-50.0;70.0;10.0
1504;-121.388;-120.717;45.302;-17.737;-13.41;6.848;6.848;4.077;3.485;25.352;50.0;-50.0;70.0;10.0
1505;-121.196;-120.504;45.36;-17.529;-13.386;6.717;6.717;3.874;3.485;25.491;50.0;-50.0;70.0;10.0
1506;-121.002;-120.291;45.418;-18.569;-13.362;6.584;6.584;3.67;3.485;25.632;50.0;-50.0;70.0;10.0
1507;-120.805;-120.078;45.476;-18.361;-13.339;6.45;6.45;3.465;3.485;25.775;50.0;-50.0;70.0;10.0
1508;-120.606;-119.865;45.533;-15.656;-13.315;6.315;6.315;3.262;3.485;25.919;50.0;-50.0;70.0;10.0
1509;-120.405;-119.651;45.589;-15.032;-13.291;6.178;6.178;3.061;3.485;26.064;50.0;-50.0;70.0;10.0
1510;-120.2;-119.438;45.645;-14.616;-13.268;6.041;6.041;2.864;3.485;26.21;50.0;-50.0;70.0;10.0
1511;-119.993;-119.225;45.7;-14.616;-13.244;5.903;5.903;2.671;3.485;26.358;50.0;-50.0;70.0;10.0
1512;-119.783;-119.012;45.754;-15.032;-13.22;5.765;5.765;2.483;3.485;26.506;50.0;-50.0;70.0;10.0
1513;-119.57;-118.799;45.808;-15.24;-13.196;5.626;5.626;2.3;3.485;26.656;50.0;-50.0;70.0;10.0
1514;-119.356;-118.586;45.861;-15.24;-13.173;5.487;5.487;2.123;3.464;26.806;50.0;-50.0;70.0;10.0
1515;-119.141;-118.373;45.913;-14.408;-13.149;5.348;5.348;1.953;3.422;26.957;50.0;-50.0;70.0;10.0
1516;-118.926;-118.16;45.964;-13.784;-13.125;5.209;5.209;1.788;3.379;27.108;50.0;-50.0;70.0;10.0
1517;-118.709;-117.946;46.014;-13.16;-13.102;5.07;5.07;1.63;3.336;27.261;50.0;-50.0;70.0;10.0
1518;-118.493;-117.733;46.063;-12.536;-13.078;4.931;4.931;1.477;3.294;27.414;50.0;-50.0;70.0;10.0
1519;-118.277;-117.52;46.112;-12.744;-13.054;4.792;4.792;1.33;3.251;27.568;50.0;-50.0;70.0;10.0
1520;-118.06;-117.307;46.16;-9.623;-13.03;4.654;4.654;1.188;3.209;27.722;50.0;-50.0;70.0;10.0
1521;-117.843;-117.094;46.207;-10.247;-13.007;4.517;4.517;1.05;3.166;27.877;50.0;-50.0;70.0;10.0
1522;-117.626;-116.881;46.253;-14.2;-12.983;4.382;4.382;0.917;3.123;28.033;50.0;-50.0;70.0;10.0
1523;-117.408;-116.668;46.298;-15.24;-12.959;4.249;4.249;0.789;3.081;28.19;50.0;-50.0;70.0;10.0
1524;-117.19;-116.455;46.342;-16.28;-12.936;4.118;4.118;0.667;3.038;28.347;50.0;-50.0;70.0;10.0
1525;-116.973;-116.242;46.385;-15.864;-12.912;3.991;3.991;0.55;2.995;28.504;50.0;-50.0;70.0;10.0
1526;-116.757;-116.028;46.428;-15.448;-12.888;3.867;3.867;0.438;2.953;28.662;50.0;-50.0;70.0;10.0
1527;-116.542;-115.815;46.469;-13.576;-12.864;3.746;3.746;0.333;2.91;28.821;50.0;-50.0;70.0;10.0
1528;-116.329;-115.602;46.51;-13.16;-12.841;3.629;3.629;0.235;2.868;28.98;50.0;-50.0;70.0;10.0
1529;-116.118;-115.389;46.549;-13.368;-12.817;3.515;3.515;0.144;2.825;29.139;50.0;-50.0;70.0;10.0
1530;-115.91;-115.176;46.588;-13.784;-12.793;3.404;3.404;0.06;2.782;29.299;50.0;-50.0;70.0;10.0
1531;-115.704;-114.963;46.625;-15.24;-12.77;3.296;3.296;-0.017;2.74;29.46;50.0;-50.0;70.0;10.0
1532;-115.501;-114.75;46.662;-16.904;-12.746;3.191;3.191;-0.086;2.697;29.621;50.0;-50.0;70.0;10.0
1533;-115.301;-114.537;46.698;-17.529;-12.722;3.087;3.087;-0.148;2.654;29.782;50.0;-50.0;70.0;10.0
1534;-115.102;-114.323;46.733;-16.28;-12.698;2.986;2.986;-0.203;2.612;29.944;50.0;-50.0;70.0;10.0
1535;-114.906;-114.11;46.767;-15.656;-12.675;2.887;2.887;-0.251;2.569;30.106;50.0;-50.0;70.0;10.0
1536;-114.712;-113.897;46.799;-14.824;-12.651;2.79;2.79;-0.292;2.527;30.268;50.0;-50.0;70.0;10.0
1537;-114.52;-113.684;46.831;-10.871;-12.627;2.696;2.696;-0.326;2.484;30.431;50.0;-50.0;70.0;10.0
1538;-114.329;-113.471;46.862;-9.415;-12.604;2.604;2.604;-0.353;2.441;30.594;50.0;-50.0;70.0;10.0
1539;-114.139;-113.258;46.892;-11.079;-12.58;2.516;2.516;-0.373;2.399;30.758;50.0;-50.0;70.0;10.0
1540;-113.949;-113.045;46.92;-12.536;-12.556;2.43;2.43;-0.386;2.356;30.921;50.0;-50.0;70.0;10.0
1541;-113.761;-112.832;46.948;-14.2;-12.532;2.346;2.346;-0.392;2.313;31.085;50.0;-50.0;70.0;10.0
1542;-113.574;-112.618;46.975;-13.784;-12.509;2.266;2.266;-0.392;2.271;31.249;50.0;-50.0;70.0;10.0
1543;-113.387;-112.405;47.0;-12.536;-12.485;2.188;2.188;-0.385;2.228;31.413;50.0;-50.0;70.0;10.0
1544;-113.201;-112.192;47.025;-10.455;-12.461;2.113;2.113;-0.372;2.186;31.578;50.0;-50.0;70.0;10.0
1545;-113.015;-111.979;47.048;-11.079;-12.438;2.04;2.04;-0.353;2.143;31.742;50.0;-50.0;70.0;10.0
1546;-112.829;-111.766;47.07;-11.703;-12.414;1.971;1.971;-0.328;2.1;31.907;50.0;-50.0;70.0;10.0
